#Nº Operación,Fase,Data,Importe,Saldo,Exercicio,Orgánica,Programa,Económica,Terceiro,Nome Ter.,Texto Libre,C.Xestor,Forma de Pago
220141001202,R,2014-02-03,10239.93,10239.93,2013,060,16300,22700,A79524054,URBASER SA,INCREMENTO BASE IMPONIBLE FACTURA 00692/FACT/13/0095 DE DATA 30.12.2013 POR IMPORTE ERRÓNEO,-,03 - Transferencia Bancaria
220141001203,R,2014-02-03,296533.74,296533.74,2013,060,16200,22700,A79524054,URBASER SA,"CANON MES DECEMBRO 2013 XESTION SERVICIO RECOLLIDA DE RESIDUOS URBANOS,LIMPEZA VIARIA,EXPLOTACION PUNTOS LIMPOS,REGO",-,03 - Transferencia Bancaria
220141001203,R,2014-02-03,365224.22,365224.22,2013,060,16300,22700,A79524054,URBASER SA,"CANON MES DECEMBRO 2013 XESTION SERVICIO RECOLLIDA DE RESIDUOS URBANOS,LIMPEZA VIARIA,EXPLOTACION PUNTOS LIMPOS,REGO",-,03 - Transferencia Bancaria
220141001204,R,2014-02-03,43192.16,43192.16,2013,090,13300,22701,U85985349,UTE TELVENT TRAFICO Y TRANSPORTES SA DAVIÑA SL,"MANTENIMIENTO,CONSERVACION Y REPARACION INSTALACIONES SISTEMA CONTROL DE TRAFICO DEL MUNICIPIO MES DICIEMBRE2013",-,03 - Transferencia Bancaria
220141001204,R,2014-02-03,0.05,0.05,2013,090,13300,22701,U85985349,UTE TELVENT TRAFICO Y TRANSPORTES SA DAVIÑA SL,"MANTENIMIENTO,CONSERVACION Y REPARACION INSTALACIONES SISTEMA CONTROL DE TRAFICO DEL MUNICIPIO MES DICIEMBRE2013",-,03 - Transferencia Bancaria
220141001205,R,2014-02-03,5929,5929,2013,110,43100,22706,B15489347,VERSAL COMUNICACION SL,REALIZACION DE WEB PARA O BARRIO DE SAN PEDRO,-,03 - Transferencia Bancaria
220141001206,R,2014-02-03,170.39,170.39,2013,010,91200,23100,A15472376,VIAJES TROTTA SA,BILLETE DE AVION SANTIAGO-BARCELONA Dª REYES LEIS DIA 03/12/2013,-,03 - Transferencia Bancaria
220141001207,R,2014-02-03,495.9,495.9,2013,090,13300,22699,33238936A,VILLAVERDE VILLAVERDE ENRIQUE,ADQUISICION DE MATERIAL DE FERRAXERÍA PARA DEPARTAMENTO DE TRÁFICO,-,03 - Transferencia Bancaria
220141001208,R,2014-02-03,23114.63,23114.63,2013,130,32300,63200,B15600380,XARDINS SENRA SL,ADECUACION DE ZONAS EXTERIORES DA LUDOTECA DAS FONTIÑAS,-,03 - Transferencia Bancaria
220141001209,R,2014-02-03,955.9,955.9,2013,130,15100,60900,J15785041,XEOTEC SC,LEVANTAMIENTO  TOPOGRÁFICO PROXECTO REURBANIZACIÓN TRASEIRAS DA RÚA RAXEIRA,-,03 - Transferencia Bancaria
220141001210,R,2014-02-03,1089,1089,2013,130,15500,61900,J15785041,XEOTEC SC,LEVANTAMIENTO  TOPOGRÁFICO PROXECTO REURBANIZACIÓN RUA DOS CONCHEIROS,-,03 - Transferencia Bancaria
220141001211,R,2014-02-03,103237.19,103237.19,2013,130,45400,61900,B15140668,CONSTRUCCIONES LA ROSALEDA SL,"CERT.1 """"MELLORA E ACONDICIONAMENTO DE GABIAS EN 100 KM DE ESTRADAS NAS PARROQUIAS DO RURAL""""",-,03 - Transferencia Bancaria
220141001212,R,2014-02-03,260,0,2013,140,23203,48001,Anonimizado,Anonimizado,Anonimizado,-,03 - Transferencia Bancaria
220141001213,R,2014-02-03,6682.82,6682.82,2013,130,15100,61900,32784302X,PINTO TASENDE JUAN,"ESTUDOS PREVIOS, ANTEPROX., PROX.EXECUCIÓN SEGURIDADE E SAÚDE """" REURB. RÚA ESCULTOR  ASOREY E 2º TRAMO DA MESMA """"",-,03 - Transferencia Bancaria
220141001214,R,2014-02-03,10192.94,10192.94,2013,070,45900,60900,B15921364,"REDONDO, VALLADARES Y RODRIGUEZ SLP","HONORARIOS PROX./ESTUDO SEGURIDADE E SAÚDE  """"ACCESO ZONAS ALTAS ALMÁCIGA. ÁMBITO RÚAS STA. CLARA E BASQUIÑOS """"",-,03 - Transferencia Bancaria
220141001215,R,2014-02-03,11819.71,11819.71,2013,140,23200,22706,U70269287,UTE EULEN SERVICIOS SOCIOSANITARIOS SA -EULEN SA,"PRESTACION SERVICIO DICIEMBRE 2013 DINAMIZACION SOCIAL,IGUALDADE OPORTUNIDADES,FORMACION,.EDUCACION COLECTIVO RISCOS EXC",-,03 - Transferencia Bancaria
220141001215,R,2014-02-03,5005.98,5005.98,2013,140,23200,22706,U70269287,UTE EULEN SERVICIOS SOCIOSANITARIOS SA -EULEN SA,"PRESTACION SERVICIO DICIEMBRE 2013 DINAMIZACION SOCIAL,IGUALDADE OPORTUNIDADES,FORMACION,.EDUCACION COLECTIVO RISCOS EXC",-,03 - Transferencia Bancaria
220141001216,R,2014-02-03,18089.5,18089.5,2013,110,43300,22706,B70239769,ARTELLAR 2000 SLU,"CAMPAÑA BARRIOS URBANA NORTE:IMAGEN,DISEÑOS,ANUNCIOS,BANNER,POSTALES,MUPI,TRASERA BUS,COMUNICACION...",-,03 - Transferencia Bancaria
220141001217,R,2014-02-03,2004.97,2004.97,2013,110,24100,22706,G08676967,ASOCIACION DE TECNICOS DE INFORMATICA,ACREDITACION CENTRO PRUEBAS ECDL,-,03 - Transferencia Bancaria
220141001218,R,2014-02-03,630,630,2013,140,24100,22697,76825224A,CASAL GARCIA PILAR,SERVICIO DOCENTE FORMACION EN IGUALDADE DE XENERO DO CURSO CONDUCTOR TRANSPORTE ADAPTADO,-,03 - Transferencia Bancaria
220141001219,R,2014-02-03,3104.86,3104.86,2013,110,43300,22706,J70189279,LUSTRUM ABOGADOS S.C.PROFESIONAL,ASESORAMENTO EMPRENDEDORES NA CONSTITUCIÓN DE PROXECTOS EMPRESARIAIS. MÓDULO 3,-,03 - Transferencia Bancaria
220141001220,R,2014-02-03,3000,3000,2013,110,24100,22706,A28229599,MAPFRE VIDA SA DE SEGUROS Y REASEGUROS SOBRE LA VIDA HUMANA,POLIZA  Nº 0551380592772  ACCIDENTES COLECTIVOS.- PERIODO VIXENCIA : 15.12.2013 - 25.01.2014 ( URBANA NORTE ),-,03 - Transferencia Bancaria
220141001221,R,2014-02-03,325.49,325.49,2013,140,24100,22699,B36418317,PROFECON-FDEZ Y MONTOTO SL,ADQUISICION MATERIAL DIDACTICO CURSO CARRETILLAS ELEVADORAS SANTIAGO EMPREGO II,-,03 - Transferencia Bancaria
220141001222,R,2014-02-03,1050,1050,2013,140,24100,22699,B36418317,PROFECON-FDEZ Y MONTOTO SL,AQLUILER MATERIAL DIDACTICO CURSO  CARRETILLAS ELEVADORAS SANTIAGO EMPREGO II,-,03 - Transferencia Bancaria
220141001223,R,2014-02-03,420,420,2013,140,24100,22697,44806807R,SALGADO FANDIÑO MARIA SOLEDAD,SERVICIO DOCENTE FROMACION SENSIBILIZACION AMBIENTAL CURSO ESPECIALISTA DINAMIZACION XERONTOLOXICA,-,03 - Transferencia Bancaria
220141001224,R,2014-02-03,630,630,2013,140,24100,22697,44806807R,SALGADO FANDIÑO MARIA SOLEDAD,SERVICIO DOCENTE NON DISCRIMINACION E LOITA CONTRA A EXCLUSION SOCIAL CURSO CONDUCTOR TRANSPORTE ADAPTADO,-,03 - Transferencia Bancaria
220141001227,,2014-02-03,-124.96,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001228,,2014-02-03,-167.44,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001229,,2014-02-03,-167.44,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001230,,2014-02-03,-169.92,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001231,,2014-02-03,-169.92,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001232,,2014-02-03,-169.92,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001233,,2014-02-03,-249.92,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001234,,2014-02-03,-289.92,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001235,,2014-02-03,-289.92,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001236,,2014-02-03,-419.84,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001237,,2014-02-03,-419.84,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001238,,2014-02-03,-419.84,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001239,,2014-02-03,-452.4,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001240,,2014-02-03,-452.4,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001241,,2014-02-03,-452.4,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001242,,2014-02-03,-509.76,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001243,,2014-02-03,-509.76,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001244,,2014-02-03,-509.76,0,2013,140,23203,48001,A59376574,SERUNION SAU,ANULACIÓN POR DEVOLUCIÓN BANCARIA - CONTA INCORRECTA,-,03 - Transferencia Bancaria
220141001480,R,2014-02-05,35.2,35.2,2013,130,15100,22100,A65067332,GAS NATURAL SUR SDG SA,GASTOS DE LUZ NA  VIVENDA PARA ALUGAR NO EDIFICIO Nº 65 DA RUA DO MEDIO PRIMEIRO PISO- PERIODO 11-09-2013 AO 11-11-13,-,05 - Efectivo
220141001494,R,2014-02-10,521.15,521.15,2013,140,23101,22109,B70290432,LA TECLA SANTIAGO SL,KIT DE TONER PANASONIC 15K DP-2310/2330/3010/3030 DPTO. UMAD,-,03 - Transferencia Bancaria
220141001495,R,2014-02-10,1000,1000,2013,120,33403,22698,Q1518001A,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,"OBRADOIROS DO IV FORO  """"CIDADE E COMUNICACIÓN"""". COMPENSACIÓN ANUALIDADE 2013 CONVENIO",-,03 - Transferencia Bancaria
220141001496,R,2014-02-10,3000,3000,2013,140,23200,22698,Q1518001A,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,ACTIVIDADES DO CIFEX FOMENTO IGUALDADE XÉNERO E PREVENCIÓN VIOLENCIA XÉNERO-COMPENSACIÓN ANUALIDADE 2013 CONVENIO,-,03 - Transferencia Bancaria
220141001497,R,2014-02-10,459.8,459.8,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERV. DE GUINDASTRE E TRANSPORTE MATERIAL  NO MES DE XULLO 2013 PARA OBRA : ALAMEDA,-,03 - Transferencia Bancaria
220141001498,R,2014-02-10,689.7,689.7,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERV. DE GUINDASTRE E TRANSPORTE MATERIAL  NO MES DE XULLO 2013 PARA OBRA :  BEIRARRÚAS,-,03 - Transferencia Bancaria
220141001499,R,2014-02-10,275.88,275.88,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERV. DE GUINDASTRE E TRANSPORTE MATERIAL  NO MES DE XULLO 2013 PARA OBRA :  VARIAS,-,03 - Transferencia Bancaria
220141001500,R,2014-02-10,965.58,965.58,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVIZO DE GUINDASTRE E TRANSPORTE DE MATERIAL NO MES DE AGOSTO 2013 : OBRAS VARIAS,-,03 - Transferencia Bancaria
220141001501,R,2014-02-10,1264.45,1264.45,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVIZOS DE GUINDASTRE/TRANSPORTE MATERIAL NO  MES DE SETEMBRO 2013. . OBRA :  BEIRARRÚAS,-,03 - Transferencia Bancaria
220141001502,R,2014-02-10,643.72,643.72,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVIZO CAMIÓN C/ GUINDASTRE NO  MES DE SETEMBRO 2013. . OBRA :  ASFALTADO PISTAS,-,03 - Transferencia Bancaria
220141001503,R,2014-02-10,275.88,275.88,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVIZO GUINDASTRE E TRANSPORTE MATERIAL  NO  MES DE SETEMBRO 2013. . OBRA :  VARIAS,-,03 - Transferencia Bancaria
220141001504,R,2014-02-10,2824.14,2824.14,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVIZO DE GUINDASTRE E TRANSPORTE MATERIAL NO MES DE OUTUBRO 2013 PARA : OBRAS VARIAS,-,03 - Transferencia Bancaria
220141001505,R,2014-02-10,1931.16,1931.16,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVIZO DE GUINDASTRE E TRANSPORTE MATERIAL NO MES DE OUTUBRO 2013 PARA OBRAS : BEIRARRÚAS,-,03 - Transferencia Bancaria
220141001506,R,2014-02-10,965.58,965.58,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVIZO DE CAMIÓN CON GUINDASTRE  NO MES DE OUTUBRO  2013 PARA  OBRAS : ASFALTOS PISTAS VARIAS,-,03 - Transferencia Bancaria
220141001507,R,2014-02-10,321.86,321.86,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVICIO DE CAMION GRUA PRESTADO EN MES DICIEMBRE ASFALTANDO PISTAS VARIAS,-,03 - Transferencia Bancaria
220141001508,R,2014-02-10,781.66,781.66,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SERVICIOS DE GRUA Y TRANSPORTE DE MATERIAL REALIZADOS MES DICIEMBRE EN VARIAS BRAS,-,03 - Transferencia Bancaria
220141001509,R,2014-02-10,2023.12,2023.12,2013,060,15500,21000,33163368J,AGRELO MENDEZ MARCELINO,SWERVICIOS DE GRUA Y TRANSPORTE MATERIAL REALIZADOS MES DICIEMBRE EN ACERAS,-,03 - Transferencia Bancaria
220141001510,R,2014-02-10,20.84,20.84,2013,060,15500,21000,B15039050,AGRICOLA COMPOSTELA SL,ADQUISIÓN DE PLÁSTICO NEGRO PARA BRIGADA,-,03 - Transferencia Bancaria
220141001511,R,2014-02-10,24.04,24.04,2013,060,15500,21000,A36005718,ALMACENES CELSO MIGUEZ SA,PRODUCTOS DE PINTURA PARA OBRA : ASEOS ALAMEDA,-,03 - Transferencia Bancaria
220141001512,R,2014-02-10,1500,1500,2013,140,23200,48901,G15435555,ANDAINA,CONCESIÓN SUBVENCION PARA O FOMENTO ASOCIACIATIVO E DE DEFENSA DA MULLER ANO 2013. ACORDO XUNTA GOBERNO 30-12-2013,-,03 - Transferencia Bancaria
220141001513,R,2014-02-10,9707.14,9707.14,2013,060,15500,21000,A28220606,AQUAGEST PROMOCION TECNICA Y FINANCIERA DE ABASTECIMIENTOS DE AGUA SA,OBRA : AMPLIACIÓN DA REDE DE ABASTECEMENTO NA RÚA DO ESQUÍO,-,03 - Transferencia Bancaria
220141001514,R,2014-02-10,32.76,32.76,2013,060,15500,21000,A15459282,ARIDOS MIRAMONTES SA,SUMINISTRO DE GRAVA PARA OBRA: ALAMEDA,-,03 - Transferencia Bancaria
220141001515,R,2014-02-10,762.3,762.3,2013,060,15500,21000,B15046253,ARMESA SL,VARANDAIS GALVANIZADOS NA  ROTONDA CASTIÑEIRIÑO - RÚA CHICHARRO.- PARTE POLICIA Nº REF: A 222/2013,-,03 - Transferencia Bancaria
220141001516,R,2014-02-10,4924.72,4924.72,2013,060,15500,21000,B15046253,ARMESA SL,REPOSICIÓN / SUSTITUCIÓN ELEMENTOS METÁLICOS E MOBILIARIO URBANO NA PRAZA DE GALICIA,-,03 - Transferencia Bancaria
220141001517,R,2014-02-10,4652.45,4652.45,2013,060,15500,21000,B15046253,ARMESA SL,"REPOSICIÓN / SUSTIT. ELEM. METÁLICOS/MOBILIARIO URB. EN RÚAS PARALELAS A PRAZA GALICIA, E VARANDAL PORTA FAXEIRA-ALAMEDA",-,03 - Transferencia Bancaria
220141001518,R,2014-02-10,338.8,338.8,2013,060,15500,21000,B15046253,ARMESA SL,CORREMANS ACEIRO INOX. CON EMBELLECEDORES  OBRA : PASADIZO INFERIOR AVDA. LUGO - PISCINAS DO SAR,-,03 - Transferencia Bancaria
220141001519,R,2014-02-10,960.74,960.74,2013,060,15500,21000,B15046253,ARMESA SL,"VARANDAIS  PARA OBRAS : RÚA CARLOS MASIDE, MEIXONFRÍO E LINO VILLAFINEZ",-,03 - Transferencia Bancaria
220141001520,R,2014-02-10,512.5,512.5,2013,060,15500,21000,B15046253,ARMESA SL,"MATERIAL METÁLICO PARA OBRAS : TRACTOR, SERVIZOS ALAMEDA,  E COLOCAR BANCOS NA RÚA SAN PEDRO DE MEZONZO",-,03 - Transferencia Bancaria
220141001521,R,2014-02-10,4.84,4.84,2013,060,15500,21000,B15046253,ARMESA SL,VARILLA FERRO PARA : ESCALEIRAS DE SAN CLEMENTE,-,03 - Transferencia Bancaria
220141001522,R,2014-02-10,406.32,406.32,2013,060,15500,21000,B15046253,ARMESA SL,TUBOS DIN GALV. PARA : VARANDAL XOAN XXIII .- PARTE POLICIA LOCAL  REF: A-278/2013,-,03 - Transferencia Bancaria
220141001523,R,2014-02-10,304.92,304.92,2013,060,15500,21000,B15046253,ARMESA SL,CORTES DE CHAPAS PARA OBRA : VARANDAL FRENTE COLEXIO PIO XII.- PARTE POLICIA LOCAL REF:A-254/13,-,03 - Transferencia Bancaria
220141001524,R,2014-02-10,54.45,54.45,2013,060,15500,21000,B15046253,ARMESA SL,TORNEAR EXE DE MÁQUINA DESBROZADORA DA BRIGADA DE VIAS E OBRAS,-,03 - Transferencia Bancaria
220141001525,R,2014-02-10,1329.67,1329.67,2013,060,15500,21000,B15046253,ARMESA SL,REPARARA VARANDAL  NA AVDA CLARA CAMPOAMOR  POR  GOLPE DE VEHICULO.- REF: A-279/13 DA POLICIA LOCAL,-,03 - Transferencia Bancaria
220141001526,R,2014-02-10,1403.6,1403.6,2013,060,15500,21000,B15046253,ARMESA SL,REPARARA VARANDAL  ROTONDA DO CASTIÑEIRIÑO NA RÚA DO CHICHARRO.- REF: A-313/13 POLICIA LOCAL,-,03 - Transferencia Bancaria
220141001527,R,2014-02-10,175.21,175.21,2013,060,15500,21000,B15046253,ARMESA SL,"SUMINISTRO MATERIAL METÁLICO PARA : BEIRARRÚAS RODRIGUEZ DE VIGURI, DESBROZADORA, E CANTEIRA DE ABAIXO",-,03 - Transferencia Bancaria
220141001528,R,2014-02-10,418.66,418.66,2013,060,15500,21000,B15046253,ARMESA SL,REPARACION BARANDILLA PLAZA ROXA .- PARTE POLICIA  LOCAL REF: A-363/13,-,03 - Transferencia Bancaria
220141001529,R,2014-02-10,1483.46,1483.46,2013,060,15500,21000,B15046253,ARMESA SL,"MATERIAL PARA REPACIONS DE VARIAS OBRAS EN : VISO, ESCALEIRA SERVIZOS ECONÓMICOS-GALERAS E OUTRAS",-,03 - Transferencia Bancaria
220141001530,R,2014-02-10,12000,12000,2013,140,23203,48000,G70260906,ASOC BANCO DE ALIMENTOS RIAS ALTAS,CONVENIO PARA O ANO 2013 CO BANCO DE ALIMENTOS RÍAS ALTAS. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001531,R,2014-02-10,4600,4600,2013,140,23203,48000,G15267743,ASOC DE CARIDAD DE SAN VICENTE DE PAUL (VOLUNTARIAS DE LA CARIDAD),CONVENIO PARA O ANO 2013 COA ASOCIACIÓN DE VOLUNTARIAS DE LA CARIDAD SAN VICENTE DE PAÚL. X.G. 30-12-2013,-,03 - Transferencia Bancaria
220141001532,R,2014-02-10,2000,2000,2013,140,23203,48000,G15775604,ASOC DE DANO CEREBRAL SARELA,CONVENIO PARA O ANO 2013 COA ASOCIACIÓN DE DANO CEREBRAL SARELA. X.G. 30-12-2013,-,03 - Transferencia Bancaria
220141001533,R,2014-02-10,4600,4600,2013,140,23203,48000,G15031537,ASOC DE PADRES DE PERSOAS CON DISCAPACIDAD INTELECTURAL ASPAS,CONVENIO PARA O ANO 2013 COA ASOCIACIÓN DE PAIS DE PERSOAS CON DISCAPACIDADE INTELECTUAL ASPAS.,-,03 - Transferencia Bancaria
220141001534,R,2014-02-10,3000,3000,2013,140,23203,48000,G15048937,ASOC DE PAIS DE PERSOAS CON TRASTORNO DE ESPECTRO AUTISTA DA PROVINCIA DE A CORUÑA,CONVENIO ANO 2013 COA ASOCIACIÓN DE PAIS DE PERSOAS CON TRASTORNOS DO ESPECTRO AUTISTA (ASPANAES). X.G. 30-12-2013,-,03 - Transferencia Bancaria
220141001535,R,2014-02-10,7300,7300,2013,140,23203,48000,G15041551,ASOC DE PERSONAS SORDAS DE SANTIAGO DE COMPOSTELA,CONVENIO PARA O ANO 2013 COA ASOCIACIÓN DE PERSOAS SORDAS DE SANTIAGO DE COMPOSTELA. X.G. 30-12-2013,-,03 - Transferencia Bancaria
220141001536,R,2014-02-10,800,800,2013,140,23200,48901,G15041551,ASOC DE PERSONAS SORDAS DE SANTIAGO DE COMPOSTELA,CONCESIÓN SUBVENCION PARA O FOMENTO ASOCIACIATIVO E DE DEFENSA DA MULLER ANO 2013. ACORDO XUNTA GOBERNO 30-12-2013,-,03 - Transferencia Bancaria
220141001537,R,2014-02-10,644.25,644.25,2013,120,92402,48901,G15047145,ASOC DE VECINOS DOMINGO CEPEDA,SUBVENCIÓN CONCEDIDA PARA O DESENVOLVEMENTO DE PROGRAMAS E ACTIVIDADES DE INTERESE XERAL ANO 2013. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001538,R,2014-02-10,1133.4,1133.4,2013,120,92402,48901,G15322118,ASOC DE VECINOS RIO SARELA-SAN LOURENZO,SUBVENCIÓN CONCEDIDA PARA O DESENVOLVEMENTO DE PROGRAMAS E ACTIVIDADES DE INTERESE XERAL ANO 2013. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001539,R,2014-02-10,1555.47,1555.47,2013,120,92402,48901,G15328487,ASOC DE VECIÑOS A XUNLLA DA PARROQUIA S.MARTIN LARAÑO,SUBVENCIÓN CONCEDIDA PARA O DESENVOLVEMENTO DE PROGRAMAS E ACTIVIDADES DE INTERESE XERAL ANO 2013. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001540,R,2014-02-10,1672.44,1672.44,2013,120,92402,48901,G70276647,ASOC DE VECIÑOS CONXO ABERTO,SUBVENCIÓN CONCEDIDA PARA O DESENVOLVEMENTO DE PROGRAMAS E ACTIVIDADES DE INTERESE XERAL ANO 2013. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001541,R,2014-02-10,1245.7,1245.7,2013,120,92402,48901,G70339643,ASOC DE VECIÑOS DE ANGROIS,SUBVENCIÓN CONCEDIDA PARA O DESENVOLVEMENTO DE PROGRAMAS E ACTIVIDADES DE INTERESE XERAL ANO 2013. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001542,R,2014-02-10,1900,1900,2013,120,92402,48901,G15269525,ASOC DE VECIÑOS DE SANTA MARIA DE FIGUEIRAS NOVA XEIRA,SUBVENCIÓN CONCEDIDA PARA O DESENVOLVEMENTO DE PROGRAMAS E ACTIVIDADES DE INTERESE XERAL ANO 2013. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001543,R,2014-02-10,1855.53,1855.53,2013,120,92402,48901,G15347990,ASOC DE VECIÑOS FRANCISCO ASOREY,SUBVENCIÓN CONCEDIDA PARA O DESENVOLVEMENTO DE PROGRAMAS E ACTIVIDADES DE INTERESE XERAL ANO 2013. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001544,R,2014-02-10,3500,3500,2013,140,23203,48000,G15474562,ASOC FONTE DA VIRXE DE FAMILIARES Y AMIGOS DOS ENFERMOS MENTAIS,CONVENIO ANO 2013 COA ASOCIACIÓN FONTE DA VIRXE DE FAMILIARES E AMIGOS DOS ENFERMOS MENTAIS. X.G. 30-12-2013,-,03 - Transferencia Bancaria
220141001545,R,2014-02-10,3000,3000,2013,140,23203,48000,G15483498,ASOC GALEGA PARA AXUDA DOS ENFERMOS CON DEMENCIA TIPO ALZHEIMER,CONVENIO ASINADO COA ASOCIACIÓN GALEGA PARA AXUDA DOS ENFERMOS CON DEMENCIA TIPO ALZHEIMER (AGADEA). X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001546,R,2014-02-10,2000,2000,2013,140,23203,48000,G15983570,ASOC ITINERA,CONVENIO PARA O ANO 2013 COA ASOCIACIÓN ITÍNERA DE VOLUNTARIOS EN SAÚDE MENTAL. X.G. 30-12-2013,-,03 - Transferencia Bancaria
220141001547,R,2014-02-10,1500,1500,2013,140,23200,48901,G15795818,ASOC PLATAFORMA POLO EMPREGO,CONCESIÓN SUBVENCION PARA O FOMENTO ASOCIACIATIVO E DE DEFENSA DA MULLER ANO 2013. ACORDO XUNTA GOBERNO 30-12-2013,-,03 - Transferencia Bancaria
220141001548,R,2014-02-10,1500,1500,2013,140,23200,48901,G70254826,ASOC PROFESIONAL PARA A CALIDADE DA FORMACION,CONCESIÓN SUBVENCION PARA O FOMENTO ASOCIACIATIVO E DE DEFENSA DA MULLER ANO 2013. ACORDO XUNTA GOBERNO 30-12-2013,-,03 - Transferencia Bancaria
220141001549,R,2014-02-10,6400,6400,2013,140,23203,48000,G15587355,ASOC SINDROME DE DOWN DE COMPOSTELA,CONVENIO ANO 2013 COA ASOCIACIÓN DE SÍNDROME DE DOWN COMPOSTELA. X.G.30-12-2013,-,03 - Transferencia Bancaria
220141001550,R,2014-02-10,416.5,416.5,2013,120,92402,48901,G15396195,ASOC VECIÑAL E CULTURAL MONTE DE DIOS,SUBVENCIÓN CONCEDIDA PARA O DESENVOLVEMENTO DE PROGRAMAS E ACTIVIDADES DE INTERESE XERAL ANO 2013. X.G.30-12-2013,-,03 - Transferencia Bancaria
